card_id,name,supertype,subtypes,types,hp,number,rarity,artist,set.id,set.name,set.series,set.release_date,release_year,images.small,images.large,prices.tcgplayer_variants.normal.market,prices.tcgplayer_variants.holofoil.market,prices.tcgplayer_variants.reverseHolofoil.market,prices.cardmarket_trend,prices.cardmarket_avg_sell,effective_market_price
me2pt5-11,Wurmple,Pokémon,Basic,Grass,60.0,11,Common,USGMEN,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-11/small,https://images.scrydex.com/pokemon/me2pt5-11/large,,,,,,
me2pt5-12,Silcoon,Pokémon,Stage 1,Grass,90.0,12,Common,Eri Yamaki,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-12/small,https://images.scrydex.com/pokemon/me2pt5-12/large,,,,,,
me2pt5-13,Beautifly,Pokémon,Stage 2,Grass,130.0,13,Uncommon,Narumi Sato,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-13/small,https://images.scrydex.com/pokemon/me2pt5-13/large,,,,,,
me2pt5-14,Cascoon,Pokémon,Stage 1,Grass,90.0,14,Common,Dsuke,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-14/small,https://images.scrydex.com/pokemon/me2pt5-14/large,,,,,,
me2pt5-15,Dustox,Pokémon,Stage 2,Grass,140.0,15,Uncommon,kamonabe,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-15/small,https://images.scrydex.com/pokemon/me2pt5-15/large,,,,,,
me2pt5-16,Budew,Pokémon,Basic,Grass,30.0,16,Common,Yoriyuki Ikegami,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-16/small,https://images.scrydex.com/pokemon/me2pt5-16/large,,,,,,
me2pt5-17,Grubbin,Pokémon,Basic,Grass,70.0,17,Common,Jerky,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-17/small,https://images.scrydex.com/pokemon/me2pt5-17/large,,,,,,
me2pt5-18,Team Rocket's Tarountula,Pokémon,Basic,Grass,50.0,18,Common,Saboteri,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-18/small,https://images.scrydex.com/pokemon/me2pt5-18/large,,,,,,
me2pt5-19,Team Rocket's Spidops,Pokémon,Stage 1,Grass,130.0,19,Rare,Taiga Kasai,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-19/small,https://images.scrydex.com/pokemon/me2pt5-19/large,,,,,,
me2pt5-20,Charmander,Pokémon,Basic,Fire,80.0,20,Common,Orca,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-20/small,https://images.scrydex.com/pokemon/me2pt5-20/large,,,,,,
me2pt5-21,Charmeleon,Pokémon,Stage 1,Fire,100.0,21,Uncommon,Julie Hang,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-21/small,https://images.scrydex.com/pokemon/me2pt5-21/large,,,,,,
me2pt5-22,Mega Charizard Y ex,Pokémon,"Stage 2, MEGA, ex",Fire,360.0,22,Double Rare,aky CG Works,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-22/small,https://images.scrydex.com/pokemon/me2pt5-22/large,,,,,,
me2pt5-23,Ethan's Slugma,Pokémon,Basic,Fire,80.0,23,Common,Sanosuke Sakuma,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-23/small,https://images.scrydex.com/pokemon/me2pt5-23/large,,,,,,
me2pt5-24,Ethan's Magcargo,Pokémon,Stage 1,Fire,130.0,24,Rare,kodama,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-24/small,https://images.scrydex.com/pokemon/me2pt5-24/large,,,,,,
me2pt5-25,Entei,Pokémon,Basic,Fire,140.0,25,Rare,Kazumasa Yasukuni,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-25/small,https://images.scrydex.com/pokemon/me2pt5-25/large,,,,,,
me2pt5-26,Ethan's Ho-Oh ex,Pokémon,"Basic, ex",Fire,230.0,26,Double Rare,aky CG Works,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-26/small,https://images.scrydex.com/pokemon/me2pt5-26/large,,,,,,
me2pt5-27,Numel,Pokémon,Basic,Fire,80.0,27,Common,Ounishi,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-27/small,https://images.scrydex.com/pokemon/me2pt5-27/large,,,,,,
me2pt5-28,Camerupt,Pokémon,Stage 1,Fire,140.0,28,Uncommon,Minahamu,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-28/small,https://images.scrydex.com/pokemon/me2pt5-28/large,,,,,,
me2pt5-29,Tepig,Pokémon,Basic,Fire,80.0,29,Common,Uninori,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-29/small,https://images.scrydex.com/pokemon/me2pt5-29/large,,,,,,
me2pt5-30,Pignite,Pokémon,Stage 1,Fire,110.0,30,Uncommon,Aliya Chen,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-30/small,https://images.scrydex.com/pokemon/me2pt5-30/large,,,,,,
me2pt5-31,Mega Emboar ex,Pokémon,"Stage 2, MEGA, ex",Fire,380.0,31,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-31/small,https://images.scrydex.com/pokemon/me2pt5-31/large,,,,,,
me2pt5-32,N's Darumaka,Pokémon,Basic,Fire,80.0,32,Common,Gemi,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-32/small,https://images.scrydex.com/pokemon/me2pt5-32/large,,,,,,
me2pt5-33,N's Darmanitan,Pokémon,Stage 1,Fire,140.0,33,Uncommon,nagimiso,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-33/small,https://images.scrydex.com/pokemon/me2pt5-33/large,,,,,,
me2pt5-34,Salandit,Pokémon,Basic,Fire,70.0,34,Common,Felicia Chen,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-34/small,https://images.scrydex.com/pokemon/me2pt5-34/large,,,,,,
me2pt5-35,Salazzle,Pokémon,Stage 1,Fire,120.0,35,Uncommon,Taiga Kasai,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-35/small,https://images.scrydex.com/pokemon/me2pt5-35/large,,,,,,
me2pt5-36,Scorbunny,Pokémon,Basic,Fire,70.0,36,Common,Cona Nitanda,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-36/small,https://images.scrydex.com/pokemon/me2pt5-36/large,,,,,,
me2pt5-37,Raboot,Pokémon,Stage 1,Fire,90.0,37,Common,aspara,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-37/small,https://images.scrydex.com/pokemon/me2pt5-37/large,,,,,,
me2pt5-38,Cinderace ex,Pokémon,"Stage 2, Tera, ex",Fire,320.0,38,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-38/small,https://images.scrydex.com/pokemon/me2pt5-38/large,,,,,,
me2pt5-39,Psyduck,Pokémon,Basic,Water,70.0,39,Common,Jiro Sasumo,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-39/small,https://images.scrydex.com/pokemon/me2pt5-39/large,,,,,,
me2pt5-40,Golduck,Pokémon,Stage 1,Water,120.0,40,Uncommon,Jiro Sasumo,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-40/small,https://images.scrydex.com/pokemon/me2pt5-40/large,,,,,,
me2pt5-41,Totodile,Pokémon,Basic,Water,80.0,41,Common,REND,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-41/small,https://images.scrydex.com/pokemon/me2pt5-41/large,,,,,,
me2pt5-42,Croconaw,Pokémon,Stage 1,Water,100.0,42,Uncommon,Felicia Chen,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-42/small,https://images.scrydex.com/pokemon/me2pt5-42/large,,,,,,
me2pt5-43,Mega Feraligatr ex,Pokémon,"Stage 2, MEGA, ex",Water,370.0,43,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-43/small,https://images.scrydex.com/pokemon/me2pt5-43/large,,,,,,
me2pt5-44,Sneasel,Pokémon,Basic,Water,70.0,44,Common,Krgc,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-44/small,https://images.scrydex.com/pokemon/me2pt5-44/large,,,,,,
me2pt5-45,Weavile,Pokémon,Stage 1,Water,100.0,45,Uncommon,aspara,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-45/small,https://images.scrydex.com/pokemon/me2pt5-45/large,,,,,,
me2pt5-46,Snorunt,Pokémon,Basic,Water,70.0,46,Common,Wintr Wandr,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-46/small,https://images.scrydex.com/pokemon/me2pt5-46/large,,,,,,
me2pt5-47,Mega Froslass ex,Pokémon,"Stage 1, MEGA, ex",Water,310.0,47,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-47/small,https://images.scrydex.com/pokemon/me2pt5-47/large,,,,,,
me2pt5-48,Regice ex,Pokémon,"Basic, ex",Water,230.0,48,Double Rare,akagi,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-48/small,https://images.scrydex.com/pokemon/me2pt5-48/large,,,,,,
me2pt5-49,N's Vanillite,Pokémon,Basic,Water,60.0,49,Common,yuu,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-49/small,https://images.scrydex.com/pokemon/me2pt5-49/large,,,,,,
me2pt5-50,N's Vanillish,Pokémon,Stage 1,Water,100.0,50,Common,kirisAki,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-50/small,https://images.scrydex.com/pokemon/me2pt5-50/large,,,,,,
me2pt5-51,N's Vanilluxe,Pokémon,Stage 2,Water,150.0,51,Uncommon,imoniii,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-51/small,https://images.scrydex.com/pokemon/me2pt5-51/large,,,,,,
me2pt5-52,Snom,Pokémon,Basic,Water,50.0,52,Common,Izucch,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-52/small,https://images.scrydex.com/pokemon/me2pt5-52/large,,,,,,
me2pt5-53,Frosmoth,Pokémon,Stage 1,Water,110.0,53,Uncommon,cochi8i,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-53/small,https://images.scrydex.com/pokemon/me2pt5-53/large,,,,,,
me2pt5-54,Glastrier,Pokémon,Basic,Water,130.0,54,Uncommon,mashu,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-54/small,https://images.scrydex.com/pokemon/me2pt5-54/large,,,,,,
me2pt5-55,Pikachu,Pokémon,Basic,Lightning,70.0,55,Common,kamonabe,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-55/small,https://images.scrydex.com/pokemon/me2pt5-55/large,,,,,,
me2pt5-56,Raichu,Pokémon,Stage 1,Lightning,130.0,56,Uncommon,Iori Suzuki,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-56/small,https://images.scrydex.com/pokemon/me2pt5-56/large,,,,,,
me2pt5-57,Pikachu ex,Pokémon,"Basic, Tera, ex",Lightning,200.0,57,Double Rare,aky CG Works,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-57/small,https://images.scrydex.com/pokemon/me2pt5-57/large,,,,,,
me2pt5-58,Voltorb ex,Pokémon,"Basic, ex",Lightning,170.0,58,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-58/small,https://images.scrydex.com/pokemon/me2pt5-58/large,,,,,,
me2pt5-59,Tynamo,Pokémon,Basic,Lightning,40.0,59,Common,Jerky,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-59/small,https://images.scrydex.com/pokemon/me2pt5-59/large,,,,,,
me2pt5-60,Eelektrik,Pokémon,Stage 1,Lightning,90.0,60,Uncommon,Jerky,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-60/small,https://images.scrydex.com/pokemon/me2pt5-60/large,,,,,,
me2pt5-61,Mega Eelektross ex,Pokémon,"Stage 2, MEGA, ex",Lightning,350.0,61,Double Rare,takuyoa,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-61/small,https://images.scrydex.com/pokemon/me2pt5-61/large,,,,,,
me2pt5-62,Stunfisk,Pokémon,Basic,Lightning,110.0,62,Common,Tetsu Kayama,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-62/small,https://images.scrydex.com/pokemon/me2pt5-62/large,,,,,,
me2pt5-63,Helioptile,Pokémon,Basic,Lightning,70.0,63,Common,Tika Matsuno,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-63/small,https://images.scrydex.com/pokemon/me2pt5-63/large,,,,,,
me2pt5-64,Heliolisk,Pokémon,Stage 1,Lightning,120.0,64,Uncommon,svlt,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-64/small,https://images.scrydex.com/pokemon/me2pt5-64/large,,,,,,
me2pt5-65,Charjabug,Pokémon,Stage 1,Lightning,100.0,65,Common,Misa Tsutsui,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-65/small,https://images.scrydex.com/pokemon/me2pt5-65/large,,,,,,
me2pt5-66,Vikavolt,Pokémon,Stage 2,Lightning,160.0,66,Uncommon,Shiburingaru,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-66/small,https://images.scrydex.com/pokemon/me2pt5-66/large,,,,,,
me2pt5-67,Tapu Koko,Pokémon,Basic,Lightning,120.0,67,Rare,Anesaki Dynamic,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-67/small,https://images.scrydex.com/pokemon/me2pt5-67/large,,,,,,
me2pt5-68,Hop's Pincurchin ex,Pokémon,"Basic, ex",Lightning,200.0,68,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-68/small,https://images.scrydex.com/pokemon/me2pt5-68/large,,,,,,
me2pt5-69,Iono's Tadbulb,Pokémon,Basic,Lightning,60.0,69,Common,kurumitsu,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-69/small,https://images.scrydex.com/pokemon/me2pt5-69/large,,,,,,
me2pt5-70,Iono's Bellibolt ex,Pokémon,"Stage 1, ex",Lightning,280.0,70,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-70/small,https://images.scrydex.com/pokemon/me2pt5-70/large,,,,,,
me2pt5-71,Iono's Wattrel,Pokémon,Basic,Lightning,60.0,71,Common,Akira Komayama,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-71/small,https://images.scrydex.com/pokemon/me2pt5-71/large,,,,,,
me2pt5-72,Iono's Kilowattrel,Pokémon,Stage 1,Lightning,120.0,72,Rare,chibi,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-72/small,https://images.scrydex.com/pokemon/me2pt5-72/large,,,,,,
me2pt5-73,Miraidon ex,Pokémon,"Basic, Tera, ex",Lightning,220.0,73,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-73/small,https://images.scrydex.com/pokemon/me2pt5-73/large,,,,,,
me2pt5-74,Clefairy,Pokémon,Basic,Psychic,60.0,74,Common,satoma,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-74/small,https://images.scrydex.com/pokemon/me2pt5-74/large,,,,,,
me2pt5-75,Clefable,Pokémon,Stage 1,Psychic,120.0,75,Uncommon,satoma,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-75/small,https://images.scrydex.com/pokemon/me2pt5-75/large,,,,,,
me2pt5-76,Lillie's Clefairy ex,Pokémon,"Basic, ex",Psychic,190.0,76,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-76/small,https://images.scrydex.com/pokemon/me2pt5-76/large,,,,,,
me2pt5-77,Team Rocket's Exeggcute,Pokémon,Basic,Psychic,60.0,77,Common,Gapao,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-77/small,https://images.scrydex.com/pokemon/me2pt5-77/large,,,,,,
me2pt5-78,Team Rocket's Exeggutor,Pokémon,Stage 1,Psychic,140.0,78,Rare,Ryuta Fuse,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-78/small,https://images.scrydex.com/pokemon/me2pt5-78/large,,,,,,
me2pt5-79,Team Rocket's Mewtwo ex,Pokémon,"Basic, ex",Psychic,280.0,79,Double Rare,aky CG Works,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-79/small,https://images.scrydex.com/pokemon/me2pt5-79/large,,,,,,
me2pt5-80,Togepi,Pokémon,Basic,Psychic,50.0,80,Common,Yoko Hishida,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-80/small,https://images.scrydex.com/pokemon/me2pt5-80/large,,,,,,
me2pt5-81,Togetic,Pokémon,Stage 1,Psychic,90.0,81,Common,Teeziro,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-81/small,https://images.scrydex.com/pokemon/me2pt5-81/large,,,,,,
me2pt5-82,Togekiss,Pokémon,Stage 2,Psychic,140.0,82,Rare,Narano,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-82/small,https://images.scrydex.com/pokemon/me2pt5-82/large,,,,,,
me2pt5-83,Marill,Pokémon,Basic,Psychic,70.0,83,Common,Yoshimoto Yoshimon,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-83/small,https://images.scrydex.com/pokemon/me2pt5-83/large,,,,,,
me2pt5-84,Azumarill ex,Pokémon,"Stage 1, ex",Psychic,270.0,84,Double Rare,5ban Graphics,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-84/small,https://images.scrydex.com/pokemon/me2pt5-84/large,,,,,,
me2pt5-85,Misdreavus,Pokémon,Basic,Psychic,60.0,85,Common,Kazuhisa Uragami,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-85/small,https://images.scrydex.com/pokemon/me2pt5-85/large,,,,,,
me2pt5-86,Mismagius,Pokémon,Stage 1,Psychic,110.0,86,Rare,nisimono,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-86/small,https://images.scrydex.com/pokemon/me2pt5-86/large,,,,,,
me2pt5-87,Ralts,Pokémon,Basic,Psychic,70.0,87,Common,Terada Tera,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-87/small,https://images.scrydex.com/pokemon/me2pt5-87/large,,,,,,
me2pt5-88,Kirlia,Pokémon,Stage 1,Psychic,100.0,88,Common,satoma,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-88/small,https://images.scrydex.com/pokemon/me2pt5-88/large,,,,,,
me2pt5-89,Mega Gardevoir ex,Pokémon,"Stage 2, MEGA, ex",Psychic,360.0,89,Double Rare,takuyoa,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-89/small,https://images.scrydex.com/pokemon/me2pt5-89/large,,,,,,
me2pt5-90,Shuppet,Pokémon,Basic,Psychic,60.0,90,Common,miki kudo,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-90/small,https://images.scrydex.com/pokemon/me2pt5-90/large,,,,,,
me2pt5-91,Banette,Pokémon,Stage 1,Psychic,90.0,91,Uncommon,Anesaki Dynamic,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-91/small,https://images.scrydex.com/pokemon/me2pt5-91/large,,,,,,
me2pt5-92,Rotom,Pokémon,Basic,Psychic,60.0,92,Common,mingo,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-92/small,https://images.scrydex.com/pokemon/me2pt5-92/large,,,,,,
me2pt5-93,Swirlix,Pokémon,Basic,Psychic,60.0,93,Common,Saya Tsuruta,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-93/small,https://images.scrydex.com/pokemon/me2pt5-93/large,,,,,,
me2pt5-94,Slurpuff,Pokémon,Stage 1,Psychic,120.0,94,Uncommon,Natsumi Yoshida,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-94/small,https://images.scrydex.com/pokemon/me2pt5-94/large,,,,,,
me2pt5-95,Hop's Phantump,Pokémon,Basic,Psychic,70.0,95,Common,tono,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-95/small,https://images.scrydex.com/pokemon/me2pt5-95/large,,,,,,
me2pt5-96,Hop's Trevenant,Pokémon,Stage 1,Psychic,140.0,96,Rare,matazo,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-96/small,https://images.scrydex.com/pokemon/me2pt5-96/large,,,,,,
me2pt5-97,Team Rocket's Mimikyu,Pokémon,Basic,Psychic,60.0,97,Uncommon,DOM,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-97/small,https://images.scrydex.com/pokemon/me2pt5-97/large,,,,,,
me2pt5-98,Spectrier,Pokémon,Basic,Psychic,120.0,98,Rare,Taiga Kasai,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-98/small,https://images.scrydex.com/pokemon/me2pt5-98/large,,,,,,
me2pt5-99,Munkidori,Pokémon,Basic,Psychic,110.0,99,Rare,kodama,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-99/small,https://images.scrydex.com/pokemon/me2pt5-99/large,,,,,,
me2pt5-100,Team Rocket's Diglett,Pokémon,Basic,Fighting,60.0,100,Common,Yuriko Akase,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-100/small,https://images.scrydex.com/pokemon/me2pt5-100/large,,,,,,
me2pt5-101,Team Rocket's Dugtrio,Pokémon,Stage 1,Fighting,100.0,101,Uncommon,KEIICHIRO ITO,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-101/small,https://images.scrydex.com/pokemon/me2pt5-101/large,,,,,,
me2pt5-102,Hitmontop,Pokémon,Basic,Fighting,100.0,102,Common,Kouki Saitou,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-102/small,https://images.scrydex.com/pokemon/me2pt5-102/large,,,,,,
me2pt5-103,Meditite,Pokémon,Basic,Fighting,70.0,103,Common,Lee HyunJung,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-103/small,https://images.scrydex.com/pokemon/me2pt5-103/large,,,,,,
me2pt5-104,Medicham,Pokémon,Stage 1,Fighting,120.0,104,Common,GIDORA,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-104/small,https://images.scrydex.com/pokemon/me2pt5-104/large,,,,,,
me2pt5-105,Lunatone,Pokémon,Basic,Fighting,110.0,105,Rare,Whisker,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-105/small,https://images.scrydex.com/pokemon/me2pt5-105/large,,,,,,
me2pt5-106,Solrock,Pokémon,Basic,Fighting,110.0,106,Uncommon,Whisker,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-106/small,https://images.scrydex.com/pokemon/me2pt5-106/large,,,,,,
me2pt5-107,Regirock ex,Pokémon,"Basic, ex",Fighting,230.0,107,Double Rare,Nisota Niso,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-107/small,https://images.scrydex.com/pokemon/me2pt5-107/large,,,,,,
me2pt5-108,Groudon,Pokémon,Basic,Fighting,140.0,108,Rare,Kazumasa Yasukuni,me2pt5,Ascended Heroes,Mega Evolution,2026/01/30,2026,https://images.scrydex.com/pokemon/me2pt5-108/small,https://images.scrydex.com/pokemon/me2pt5-108/large,,,,,,
