card_id,name,number,rarity,types,set.name,set.release_date,images.large,prices.cardmarket_trend,prices.tcgplayer_variants.holofoil.market
swsh7-193,Rayquaza V,193,Rare Ultra,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/193_hires.png,27.35,81.98
swsh7-192,Dragonite V,192,Rare Ultra,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/192_hires.png,184.31,532.67
swsh7-195,Noivern V,195,Rare Ultra,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/195_hires.png,2.5,6.82
swsh7-194,Rayquaza V,194,Rare Ultra,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/194_hires.png,235.98,491.45
swsh7-196,Noivern V,196,Rare Ultra,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/196_hires.png,60.74,73.7
swsh7-199,Aroma Lady,199,Rare Ultra,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/199_hires.png,14.1,13.12
swsh7-197,Duraludon V,197,Rare Ultra,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/197_hires.png,4.11,2.29
swsh7-200,Copycat,200,Rare Ultra,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/200_hires.png,2.85,2.5
swsh7-198,Duraludon V,198,Rare Ultra,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/198_hires.png,23.23,19.4
swsh7-201,Gordie,201,Rare Ultra,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/201_hires.png,4.0,2.11
swsh7-205,Leafeon VMAX,205,Rare Rainbow,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/205_hires.png,286.38,412.32
swsh7-202,Raihan,202,Rare Ultra,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/202_hires.png,6.29,6.63
swsh7-203,Zinnia's Resolve,203,Rare Ultra,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/203_hires.png,5.38,5.89
swsh7-204,Leafeon VMAX,204,Rare Rainbow,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/204_hires.png,29.86,43.68
swsh7-206,Trevenant VMAX,206,Rare Rainbow,Grass,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/206_hires.png,6.38,7.01
swsh7-208,Glaceon VMAX,208,Rare Rainbow,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/208_hires.png,34.77,37.05
swsh7-207,Gyarados VMAX,207,Rare Rainbow,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/207_hires.png,24.45,48.61
swsh7-212,Sylveon VMAX,212,Rare Rainbow,Psychic,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/212_hires.png,262.46,388.33
swsh7-210,Dracozolt VMAX,210,Rare Rainbow,Lightning,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/210_hires.png,5.93,7.94
swsh7-211,Sylveon VMAX,211,Rare Rainbow,Psychic,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/211_hires.png,39.3,60.43
swsh7-209,Glaceon VMAX,209,Rare Rainbow,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/209_hires.png,276.46,311.38
swsh7-213,Lycanroc VMAX,213,Rare Rainbow,Fighting,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/213_hires.png,6.0,9.35
swsh7-214,Umbreon VMAX,214,Rare Rainbow,Darkness,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/214_hires.png,66.63,84.66
swsh7-218,Rayquaza VMAX,218,Rare Rainbow,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/218_hires.png,780.69,1255.34
swsh7-216,Garbodor VMAX,216,Rare Rainbow,Darkness,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/216_hires.png,5.39,8.86
swsh7-215,Umbreon VMAX,215,Rare Rainbow,Darkness,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/215_hires.png,1579.48,2298.34
swsh7-217,Rayquaza VMAX,217,Rare Rainbow,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/217_hires.png,43.85,124.94
swsh7-219,Duraludon VMAX,219,Rare Rainbow,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/219_hires.png,8.75,6.73
swsh7-220,Duraludon VMAX,220,Rare Rainbow,Dragon,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/220_hires.png,24.31,15.54
swsh7-221,Aroma Lady,221,Rare Rainbow,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/221_hires.png,8.48,6.23
swsh7-222,Copycat,222,Rare Rainbow,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/222_hires.png,4.85,4.24
swsh7-225,Zinnia's Resolve,225,Rare Rainbow,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/225_hires.png,5.82,6.5
swsh7-224,Raihan,224,Rare Rainbow,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/224_hires.png,5.55,5.61
swsh7-223,Gordie,223,Rare Rainbow,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/223_hires.png,4.29,3.75
swsh7-228,Cresselia,228,Rare Secret,Psychic,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/228_hires.png,13.61,12.71
swsh7-226,Froslass,226,Rare Secret,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/226_hires.png,9.02,9.67
swsh7-227,Inteleon,227,Rare Secret,Water,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/227_hires.png,14.19,10.72
swsh7-230,Crystal Cave,230,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/230_hires.png,6.29,4.37
swsh7-229,Boost Shake,229,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/229_hires.png,4.04,2.52
swsh7-235,Lightning Energy,235,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/235_hires.png,11.79,8.38
swsh7-234,Turffield Stadium,234,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/234_hires.png,7.22,3.92
swsh7-233,Toy Catcher,233,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/233_hires.png,4.34,2.43
swsh7-231,Full Face Guard,231,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/231_hires.png,5.01,2.38
swsh7-232,Stormy Mountains,232,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/232_hires.png,5.62,4.12
swsh7-236,Darkness Energy,236,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/236_hires.png,19.19,24.71
swsh7-237,Metal Energy,237,Rare Secret,,Evolving Skies,2021/08/27,https://images.pokemontcg.io/swsh7/237_hires.png,14.97,11.72
swshp-SWSH129,Umbreon,SWSH129,Promo,Darkness,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH129_hires.png,15.47,20.33
swshp-SWSH120,Marnie,SWSH120,Promo,,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH120_hires.png,0.96,4.01
swshp-SWSH127,Eevee,SWSH127,Promo,Colorless,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH127_hires.png,2.91,3.84
swshp-SWSH131,Shadow Rider Calyrex V,SWSH131,Promo,Psychic,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH131_hires.png,1.36,1.34
swshp-SWSH123,Galarian Articuno,SWSH123,Promo,Psychic,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH123_hires.png,8.97,10.53
swshp-SWSH121,Marnie,SWSH121,Promo,,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH121_hires.png,10.38,29.68
swshp-SWSH122,Flaaffy,SWSH122,Promo,Lightning,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH122_hires.png,9.2,8.67
swshp-SWSH128,Eiscue,SWSH128,Promo,Water,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH128_hires.png,0.24,0.67
swshp-SWSH125,Galarian Moltres,SWSH125,Promo,Darkness,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH125_hires.png,11.19,14.46
swshp-SWSH130,Ice Rider Calyrex V,SWSH130,Promo,Water,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH130_hires.png,1.58,1.1
swshp-SWSH124,Galarian Zapdos,SWSH124,Promo,Fighting,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH124_hires.png,14.03,10.62
swshp-SWSH110,Crobat V,SWSH110,Promo,Darkness,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH110_hires.png,1.13,1.09
swshp-SWSH126,Galarian Slowpoke,SWSH126,Promo,Psychic,SWSH Black Star Promos,2019/11/15,https://images.pokemontcg.io/swshp/SWSH126_hires.png,3.2,7.81
cel25-1,Ho-Oh,1,Rare,Fire,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/1_hires.png,0.22,0.32
cel25-4,Palkia,4,Rare,Water,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/4_hires.png,0.18,0.26
cel25-2,Reshiram,2,Rare,Fire,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/2_hires.png,0.2,0.32
cel25-7,Flying Pikachu VMAX,7,Rare Holo VMAX,Lightning,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/7_hires.png,6.95,7.8
cel25-3,Kyogre,3,Rare,Water,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/3_hires.png,0.23,0.31
cel25-12,Xerneas,12,Rare,Psychic,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/12_hires.png,0.18,0.3
cel25-8,Surfing Pikachu V,8,Rare Holo V,Lightning,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/8_hires.png,4.52,4.86
cel25-14,Cosmoem,14,Rare,Psychic,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/14_hires.png,0.21,0.31
cel25-9,Surfing Pikachu VMAX,9,Rare Holo VMAX,Lightning,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/9_hires.png,5.58,9.19
cel25-15,Lunala,15,Rare Holo,Psychic,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/15_hires.png,0.25,0.39
cel25-10,Zekrom,10,Rare,Lightning,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/10_hires.png,0.18,0.35
cel25-17,Groudon,17,Rare,Fighting,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/17_hires.png,0.25,0.4
cel25-23,Professor's Research (Professor Oak),23,Rare Holo,,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/23_hires.png,0.19,0.3
cel25-21,Solgaleo,21,Rare Holo,Metal,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/21_hires.png,0.22,0.42
cel25-13,Cosmog,13,Rare,Psychic,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/13_hires.png,0.2,0.34
cel25-5,Pikachu,5,Rare Holo,Lightning,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/5_hires.png,5.39,5.52
cel25-6,Flying Pikachu V,6,Rare Holo V,Lightning,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/6_hires.png,3.79,4.68
cel25-11,Mew,11,Rare Holo,Psychic,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/11_hires.png,2.61,3.26
cel25-20,Dialga,20,Rare,Metal,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/20_hires.png,0.15,0.27
cel25-22,Lugia,22,Rare,Colorless,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/22_hires.png,0.39,0.8
cel25-24,Professor's Research (Professor Oak),24,Rare Ultra,,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/24_hires.png,1.58,1.06
cel25-16,Zacian V,16,Rare Holo V,Psychic,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/16_hires.png,0.83,0.77
cel25-18,Zamazenta V,18,Rare Holo V,Fighting,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/18_hires.png,0.75,0.72
cel25-19,Yveltal,19,Rare,Darkness,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/19_hires.png,0.19,0.26
cel25-25,Mew,25,Rare Holo,Psychic,Celebrations,2021/10/08,https://images.pokemontcg.io/cel25/25_hires.png,73.33,64.55
cel25c-4_A,Charizard,4,Classic Collection,Fire,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/4_A_hires.png,,168.31
cel25c-2_A,Blastoise,2,Classic Collection,Water,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/2_A_hires.png,,14.91
cel25c-15_A1,Venusaur,15,Classic Collection,Grass,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/15_A_hires.png,,10.21
cel25c-15_A2,Here Comes Team Rocket!,15,Classic Collection,,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/15_B_hires.png,,0.91
cel25c-15_A4,Claydol,15,Classic Collection,Fighting,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/15_D_hires.png,,0.44
cel25c-15_A3,Rocket's Zapdos,15,Classic Collection,Lightning,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/15_C_hires.png,,3.62
cel25c-73_A,Imposter Professor Oak,73,Classic Collection,,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/73_A_hires.png,,0.4
cel25c-8_A,Dark Gyarados,8,Classic Collection,Water,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/8_A_hires.png,,5.58
cel25c-66_A,Shining Magikarp,66,Classic Collection,Water,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/66_A_hires.png,,38.55
cel25c-24_A,_____'s Pikachu,24,Classic Collection,Lightning,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/24_A_hires.png,,33.72
cel25c-20_A,Cleffa,20,Classic Collection,Colorless,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/20_A_hires.png,,2.59
cel25c-86_A,Rocket's Admin.,86,Classic Collection,,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/86_A_hires.png,,0.5
cel25c-17_A,Umbreon ★,17,Classic Collection,Darkness,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/17_A_hires.png,,95.96
cel25c-88_A,Mew ex,88,Classic Collection,Psychic,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/88_A_hires.png,,20.56
cel25c-93_A,Gardevoir ex δ,93,Classic Collection,Fire,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/93_A_hires.png,,9.83
cel25c-9_A,Team Magma's Groudon,9,Classic Collection,"Fighting, Darkness",Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/9_A_hires.png,,1.61
cel25c-109_A,Luxray GL LV.X,109,Classic Collection,Lightning,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/109_A_hires.png,,4.11
cel25c-145_A,Garchomp C LV.X,145,Classic Collection,Colorless,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/145_A_hires.png,,5.87
cel25c-113_A,Reshiram,113,Classic Collection,Fire,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/113_A_hires.png,,16.13
cel25c-114_A,Zekrom,114,Classic Collection,Lightning,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/114_A_hires.png,,17.38
cel25c-54_A,Mewtwo-EX,54,Classic Collection,Psychic,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/54_A_hires.png,,12.54
cel25c-97_A,Xerneas-EX,97,Classic Collection,Fairy,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/97_A_hires.png,,4.45
cel25c-60_A,Tapu Lele-GX,60,Classic Collection,Psychic,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/60_A_hires.png,,5.55
cel25c-107_A,Donphan,107,Classic Collection,Fighting,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/107_A_hires.png,,1.35
cel25c-76_A,M Rayquaza-EX,76,Classic Collection,Colorless,Celebrations: Classic Collection,2021/10/08,https://images.pokemontcg.io/cel25c/76_A_hires.png,,43.48
mcd14-2,Chespin,2,,Grass,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/2_hires.png,,
mcd14-5,Pikachu,5,,Lightning,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/5_hires.png,,
mcd14-6,Inkay,6,,Darkness,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/6_hires.png,,
mcd14-12,Furfrou,12,,Colorless,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/12_hires.png,,
mcd14-1,Weedle,1,,Grass,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/1_hires.png,,
mcd14-4,Froakie,4,,Water,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/4_hires.png,,
mcd14-7,Honedge,7,,Metal,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/7_hires.png,,
mcd14-8,Snubbull,8,,Fairy,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/8_hires.png,,
mcd14-10,Bunnelby,10,,Colorless,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/10_hires.png,,
mcd14-11,Fletchling,11,,Colorless,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/11_hires.png,,
mcd14-9,Swirlix,9,,Fairy,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/9_hires.png,,
mcd14-3,Fennekin,3,,Fire,McDonald's Collection 2014,2014/05/23,https://images.pokemontcg.io/mcd14/3_hires.png,,
mcd15-1,Treecko,1,,Grass,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/1_hires.png,,
mcd15-2,Lotad,2,,Grass,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/2_hires.png,,
mcd15-6,Pikachu,6,,Lightning,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/6_hires.png,,
mcd15-11,Zigzagoon,11,,Colorless,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/11_hires.png,,
mcd15-3,Torchic,3,,Fire,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/3_hires.png,,
mcd15-9,Meditite,9,,Fighting,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/9_hires.png,,
mcd15-10,Marill,10,,Fairy,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/10_hires.png,,
mcd15-5,Mudkip,5,,Water,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/5_hires.png,,
mcd15-8,Rhyhorn,8,Common,Fighting,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/8_hires.png,,
mcd15-4,Staryu,4,,Water,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/4_hires.png,,
mcd15-7,Electrike,7,,Lightning,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/7_hires.png,,
mcd15-12,Skitty,12,,Colorless,McDonald's Collection 2015,2015/11/27,https://images.pokemontcg.io/mcd15/12_hires.png,,
mcd17-7,Crabrawler,7,,Fighting,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/7_hires.png,,
mcd17-2,Grubbin,2,,Grass,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/2_hires.png,,
mcd17-4,Popplio,4,,Water,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/4_hires.png,,
mcd17-8,Alolan Meowth,8,,Darkness,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/8_hires.png,,
mcd17-1,Rowlet,1,,Grass,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/1_hires.png,,
mcd17-3,Litten,3,,Fire,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/3_hires.png,,
mcd17-5,Pikachu,5,,Lightning,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/5_hires.png,,
mcd17-6,Cosmog,6,,Psychic,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/6_hires.png,,
mcd17-10,Cutiefly,10,,Fairy,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/10_hires.png,,
mcd17-9,Alolan Diglett,9,,Metal,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/9_hires.png,,
mcd17-11,Pikipek,11,,Colorless,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/11_hires.png,,
mcd17-12,Yungoos,12,,Colorless,McDonald's Collection 2017,2017/11/07,https://images.pokemontcg.io/mcd17/12_hires.png,,
mcd18-3,Horsea,3,,Water,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/3_hires.png,,
mcd18-2,Psyduck,2,,Water,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/2_hires.png,,
mcd18-1,Growlithe,1,,Fire,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/1_hires.png,,
mcd18-4,Pikachu,4,,Lightning,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/4_hires.png,,
mcd18-5,Slowpoke,5,,Psychic,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/5_hires.png,,
mcd18-6,Machop,6,,Fighting,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/6_hires.png,,
mcd18-7,Cubone,7,,Fighting,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/7_hires.png,,
mcd18-10,Chansey,10,,Colorless,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/10_hires.png,,
mcd18-8,Magnemite,8,,Metal,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/8_hires.png,,
mcd18-9,Dratini,9,,Dragon,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/9_hires.png,,
mcd18-11,Eevee,11,,Colorless,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/11_hires.png,,
mcd18-12,Porygon,12,,Colorless,McDonald's Collection 2018,2018/10/16,https://images.pokemontcg.io/mcd18/12_hires.png,,
mcd21-4,Turtwig,4,,Grass,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/4_hires.png,2.22,1.85
mcd21-3,Treecko,3,,Grass,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/3_hires.png,0.23,3.08
mcd21-13,Tepig,13,,Fire,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/13_hires.png,1.26,1.24
mcd21-18,Totodile,18,,Water,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/18_hires.png,1.68,4.1
mcd21-21,Oshawott,21,,Water,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/21_hires.png,0.25,2.25
mcd21-2,Chikorita,2,,Grass,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/2_hires.png,2.27,1.75
mcd21-6,Chespin,6,,Grass,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/6_hires.png,1.32,1.15
mcd21-11,Torchic,11,,Fire,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/11_hires.png,1.54,1.71
mcd21-16,Scorbunny,16,,Fire,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/16_hires.png,1.41,1.77
mcd21-20,Piplup,20,,Water,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/20_hires.png,2.84,6.93
mcd21-23,Popplio,23,,Water,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/23_hires.png,2.8,2.77
mcd21-1,Bulbasaur,1,,Grass,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/1_hires.png,3.49,8.13
mcd21-8,Grookey,8,,Grass,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/8_hires.png,1.42,1.33
mcd21-9,Charmander,9,,Fire,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/9_hires.png,4.28,4.78
mcd21-12,Chimchar,12,,Fire,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/12_hires.png,0.22,1.28
mcd21-14,Fennekin,14,,Fire,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/14_hires.png,0.16,1.23
mcd21-15,Litten,15,,Fire,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/15_hires.png,1.4,1.07
mcd21-17,Squirtle,17,,Water,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/17_hires.png,3.4,10.35
mcd21-5,Snivy,5,,Grass,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/5_hires.png,0.22,1.28
mcd21-7,Rowlet,7,,Grass,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/7_hires.png,1.6,1.44
mcd21-10,Cyndaquil,10,,Fire,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/10_hires.png,0.23,2.19
mcd21-19,Mudkip,19,,Water,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/19_hires.png,0.3,6.63
mcd21-22,Froakie,22,,Water,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/22_hires.png,1.66,1.87
mcd21-24,Sobble,24,,Water,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/24_hires.png,3.06,3.26
mcd21-25,Pikachu,25,,Lightning,McDonald's Collection 2021,2021/02/09,https://images.pokemontcg.io/mcd21/25_hires.png,26.13,25.22
bp-1,Electabuzz,1,Promo,Lightning,Best of Game,2002/12/01,https://images.pokemontcg.io/bp/1_hires.png,48.98,
bp-2,Hitmonchan,2,Promo,Fighting,Best of Game,2002/12/01,https://images.pokemontcg.io/bp/2_hires.png,23.69,
bp-4,Rocket's Scizor,4,Promo,Metal,Best of Game,2002/12/01,https://images.pokemontcg.io/bp/4_hires.png,54.57,
bp-3,Professor Elm,3,Promo,,Best of Game,2002/12/01,https://images.pokemontcg.io/bp/3_hires.png,26.07,
bp-6,Dark Ivysaur,6,Promo,Grass,Best of Game,2002/12/01,https://images.pokemontcg.io/bp/6_hires.png,63.28,
bp-5,Rocket's Sneasel,5,Promo,Darkness,Best of Game,2002/12/01,https://images.pokemontcg.io/bp/5_hires.png,64.69,
bp-7,Dark Venusaur,7,Promo,Grass,Best of Game,2002/12/01,https://images.pokemontcg.io/bp/7_hires.png,111.96,
